日期,成分股代码,成分股名称,权重(%)
2026-06-30,300308.SZ,中际旭创,5.00800000
2026-06-30,300750.SZ,宁德时代,3.67500000
2026-06-30,300502.SZ,新易盛,2.99200000
2026-06-30,600519.SH,贵州茅台,2.62000000
2026-06-30,603986.SH,兆易创新,1.92500000
2026-06-30,601318.SH,中国平安,1.79900000
2026-06-30,688256.SH,寒武纪,1.77200000
2026-06-30,600036.SH,招商银行,1.55400000
2026-06-30,601899.SH,紫金矿业,1.46500000
2026-06-30,002371.SZ,北方华创,1.35400000
2026-06-30,000333.SZ,美的集团,1.29900000
2026-06-30,002475.SZ,立讯精密,1.27000000
2026-06-30,688008.SH,澜起科技,1.25600000
2026-06-30,688012.SH,中微公司,1.24200000
2026-06-30,688041.SH,海光信息,1.21700000
2026-06-30,002384.SZ,东山精密,1.18900000
2026-06-30,600900.SH,长江电力,1.14500000
2026-06-30,688981.SH,中芯国际,1.14400000
2026-06-30,000725.SZ,京东方A,1.11600000
2026-06-30,603259.SH,药明康德,1.08900000
2026-06-30,601138.SH,工业富联,1.01200000
2026-06-30,600030.SH,中信证券,0.99100000
2026-06-30,601166.SH,兴业银行,0.99100000
2026-06-30,300059.SZ,东方财富,0.91200000
2026-06-30,600183.SH,生益科技,0.89400000
2026-06-30,600276.SH,恒瑞医药,0.82200000
2026-06-30,300274.SZ,阳光电源,0.81600000
2026-06-30,601398.SH,工商银行,0.80900000
2026-06-30,300408.SZ,三环集团,0.79200000
2026-06-30,002594.SZ,比亚迪,0.76600000
2026-06-30,300476.SZ,胜宏科技,0.74800000
2026-06-30,002463.SZ,沪电股份,0.72800000
2026-06-30,601211.SH,国泰海通,0.72700000
2026-06-30,300394.SZ,天孚通信,0.70000000
2026-06-30,000988.SZ,华工科技,0.65600000
2026-06-30,301308.SZ,江波龙,0.63200000
2026-06-30,600176.SH,中国巨石,0.61900000
2026-06-30,601288.SH,农业银行,0.61700000
2026-06-30,601328.SH,交通银行,0.60600000
2026-06-30,000651.SZ,格力电器,0.59400000
2026-06-30,600522.SH,中天科技,0.58600000
2026-06-30,688072.SH,拓荆科技,0.58200000
2026-06-30,600919.SH,江苏银行,0.56000000
