日期,成分股代码,成分股名称,权重(%)
2026-06-30,300750.SZ,宁德时代,9.80600000
2026-06-30,002594.SZ,比亚迪,8.57000000
2026-06-30,300124.SZ,汇川技术,6.29000000
2026-06-30,300014.SZ,亿纬锂能,4.95000000
2026-06-30,002050.SZ,三花智控,4.91000000
2026-06-30,002460.SZ,赣锋锂业,3.69600000
2026-06-30,002709.SZ,天赐材料,3.67200000
2026-06-30,603799.SH,华友钴业,3.66400000
2026-06-30,002466.SZ,天齐锂业,3.17200000
2026-06-30,002407.SZ,多氟多,2.99200000
2026-06-30,300390.SZ,天华新能,2.72100000
2026-06-30,300037.SZ,新宙邦,2.45100000
2026-06-30,301511.SZ,德福科技,2.26800000
2026-06-30,300450.SZ,先导智能,2.23400000
2026-06-30,600885.SH,宏发股份,2.13600000
2026-06-30,002738.SZ,中矿资源,2.12900000
2026-06-30,002126.SZ,银轮股份,2.11000000
2026-06-30,002812.SZ,恩捷股份,1.97300000
2026-06-30,301358.SZ,湖南裕能,1.92100000
2026-06-30,002850.SZ,科达利,1.83500000
2026-06-30,000625.SZ,长安汽车,1.78000000
2026-06-30,002340.SZ,格林美,1.68700000
2026-06-30,002240.SZ,盛新锂能,1.64200000
2026-06-30,603659.SH,璞泰来,1.54600000
2026-06-30,002074.SZ,国轩高科,1.49100000
2026-06-30,688388.SH,嘉元科技,1.45300000
2026-06-30,300001.SZ,特锐德,1.39800000
2026-06-30,300568.SZ,星源材质,1.26000000
2026-06-30,002497.SZ,雅化集团,1.17500000
2026-06-30,600699.SH,均胜电子,1.05600000
2026-06-30,300073.SZ,当升科技,1.04700000
2026-06-30,300432.SZ,富临精工,1.03100000
2026-06-30,300919.SZ,中伟新材,1.02700000
2026-06-30,300953.SZ,震裕科技,0.97700000
2026-06-30,300409.SZ,道氏技术,0.78000000
2026-06-30,688005.SH,容百科技,0.76600000
2026-06-30,001301.SZ,尚太科技,0.73200000
2026-06-30,688116.SH,天奈科技,0.70100000
2026-06-30,000009.SZ,中国宝安,0.56300000
2026-06-30,688778.SH,厦钨新能,0.54900000
2026-06-30,300035.SZ,中科电气,0.49500000
2026-06-30,688779.SH,五矿新能,0.47000000
2026-06-30,688006.SH,杭可科技,0.44200000
2026-06-30,920185.BJ,贝特瑞,0.42500000
2026-06-30,300457.SZ,赢合科技,0.40800000
2026-06-30,300618.SZ,寒锐钴业,0.38700000
2026-06-30,688567.SH,孚能科技,0.38500000
2026-06-30,688612.SH,威迈斯,0.37200000
2026-06-30,301238.SZ,瑞泰新材,0.26900000
2026-06-30,301656.SZ,联合动力,0.18700000
