日期,成分股代码,成分股名称,权重(%)
2026-06-30,002428.SZ,云南锗业,0.55040000
2026-06-30,688146.SH,中船特气,0.44490000
2026-06-30,688409.SH,富创精密,0.44000000
2026-06-30,688627.SH,精智达,0.42430000
2026-06-30,688630.SH,芯碁微装,0.40650000
2026-06-30,605376.SH,博迁新材,0.39200000
2026-06-30,301511.SZ,德福科技,0.36530000
2026-06-30,688141.SH,杰华特,0.35990000
2026-06-30,688167.SH,炬光科技,0.35280000
2026-06-30,600206.SH,有研新材,0.33080000
2026-06-30,688519.SH,南亚新材,0.31980000
2026-06-30,688548.SH,广钢气体,0.31570000
2026-06-30,301396.SZ,宏景科技,0.31090000
2026-06-30,600869.SH,远东股份,0.30810000
2026-06-30,000811.SZ,冰轮环境,0.30540000
2026-06-30,300806.SZ,斯迪克,0.28020000
2026-06-30,600330.SH,天通股份,0.27050000
2026-06-30,002636.SZ,金安国纪,0.26050000
2026-06-30,688403.SH,汇成股份,0.25860000
2026-06-30,688025.SH,杰普特,0.25460000
2026-06-30,688362.SH,甬矽电子,0.24690000
2026-06-30,688668.SH,鼎通科技,0.24670000
2026-06-30,300398.SZ,飞凯材料,0.24290000
2026-06-30,300236.SZ,上海新阳,0.24050000
2026-06-30,603306.SH,华懋科技,0.23760000
2026-06-30,000962.SZ,东方钽业,0.23460000
2026-06-30,002245.SZ,蔚蓝锂芯,0.22770000
2026-06-30,688123.SH,聚辰股份,0.22620000
2026-06-30,300903.SZ,科翔股份,0.22450000
2026-06-30,603629.SH,利通电子,0.22180000
2026-06-30,002491.SZ,通鼎互联,0.22010000
2026-06-30,300489.SZ,光智科技,0.21420000
2026-06-30,603061.SH,金海通,0.21400000
2026-06-30,688503.SH,聚和材料,0.21350000
2026-06-30,603588.SH,高能环境,0.21090000
2026-06-30,688388.SH,嘉元科技,0.20920000
2026-06-30,300762.SZ,上海瀚讯,0.20670000
2026-06-30,300456.SZ,赛微电子,0.20580000
2026-06-30,688300.SH,联瑞新材,0.20240000
2026-06-30,688372.SH,伟测科技,0.19960000
2026-06-30,603067.SH,振华股份,0.19920000
2026-06-30,603186.SH,华正新材,0.19500000
2026-06-30,600353.SH,旭光电子,0.19240000
2026-06-30,600552.SH,凯盛科技,0.19080000
2026-06-30,688233.SH,神工股份,0.18530000
2026-06-30,688545.SH,兴福电子,0.18350000
2026-06-30,300811.SZ,铂科新材,0.18180000
2026-06-30,002859.SZ,洁美科技,0.18160000
