日期,成分股代码,成分股名称,权重(%)
2026-06-30,600895.SH,张江高科,8.66000000
2026-06-30,600048.SH,保利发展,8.32000000
2026-06-30,600246.SH,万通发展,7.38900000
2026-06-30,001979.SZ,招商蛇口,5.80200000
2026-06-30,000002.SZ,万科A,5.04100000
2026-06-30,000620.SZ,盈新发展,3.08500000
2026-06-30,600208.SH,衢州发展,3.01200000
2026-06-30,002244.SZ,滨江集团,2.36700000
2026-06-30,601155.SH,新城控股,2.32100000
2026-06-30,600064.SH,南京高科,2.16100000
2026-06-30,002208.SZ,合肥城建,2.03200000
2026-06-30,000029.SZ,深深房A,1.96800000
2026-06-30,600663.SH,陆家嘴,1.85500000
2026-06-30,600773.SH,西藏城投,1.83800000
2026-06-30,600848.SH,上海临港,1.79400000
2026-06-30,000006.SZ,深振业A,1.76900000
2026-06-30,600383.SH,金地集团,1.66800000
2026-06-30,600094.SH,大名城,1.28800000
2026-06-30,600606.SH,绿地控股,1.27600000
2026-06-30,600325.SH,华发股份,1.27200000
2026-06-30,600266.SH,城建发展,1.21800000
2026-06-30,600736.SH,苏州高新,1.15600000
2026-06-30,000735.SZ,罗牛山,1.09500000
2026-06-30,600649.SH,城投控股,1.08100000
2026-06-30,600376.SH,首开股份,1.07800000
2026-06-30,002177.SZ,御银股份,1.07800000
2026-06-30,000036.SZ,华联控股,1.07400000
2026-06-30,000090.SZ,天健集团,0.98500000
2026-06-30,000560.SZ,我爱我家,0.97600000
2026-06-30,600510.SH,黑牡丹,0.96300000
2026-06-30,600675.SH,中华企业,0.93500000
2026-06-30,600162.SH,香江控股,0.91600000
2026-06-30,000031.SZ,大悦城,0.90900000
2026-06-30,000402.SZ,金融街,0.90100000
2026-06-30,600605.SH,汇通能源,0.89600000
2026-06-30,600708.SH,光明地产,0.89500000
2026-06-30,001914.SZ,招商积余,0.86100000
2026-06-30,600748.SH,上实发展,0.85800000
2026-06-30,002146.SZ,荣盛发展,0.81500000
2026-06-30,600503.SH,华丽家族,0.79800000
2026-06-30,600639.SH,浦东金桥,0.77600000
2026-06-30,000007.SZ,全新好,0.75200000
2026-06-30,000863.SZ,三湘印象,0.74400000
2026-06-30,000882.SZ,华联股份,0.70700000
2026-06-30,600604.SH,市北高新,0.70300000
2026-06-30,000025.SZ,特力A,0.66200000
2026-06-30,000718.SZ,苏宁环球,0.64500000
2026-06-30,601588.SH,北辰实业,0.63900000
2026-06-30,600658.SH,电子城,0.62500000
2026-06-30,002285.SZ,世联行,0.61300000
2026-06-30,000926.SZ,福星股份,0.60900000
2026-06-30,601512.SH,中新集团,0.58500000
2026-06-30,002314.SZ,南山控股,0.54200000
2026-06-30,000897.SZ,津滨发展,0.53700000
2026-06-30,600173.SH,卧龙新能,0.51800000
2026-06-30,600638.SH,新黄浦,0.51500000
2026-06-30,300917.SZ,特发服务,0.51500000
2026-06-30,600838.SH,上海九百,0.50200000
2026-06-30,600684.SH,珠江股份,0.50000000
2026-06-30,600657.SH,信达地产,0.49400000
2026-06-30,600622.SH,光大嘉宝,0.44100000
2026-06-30,603682.SH,锦和商管,0.43700000
2026-06-30,000797.SZ,中国武夷,0.43000000
2026-06-30,000965.SZ,天保基建,0.40500000
2026-06-30,000014.SZ,沙河股份,0.38700000
2026-06-30,000011.SZ,深物业A,0.34300000
2026-06-30,300947.SZ,德必集团,0.33700000
2026-06-30,002016.SZ,世荣兆业,0.32400000
2026-06-30,000514.SZ,渝开发,0.30200000
