日期,成分股代码,成分股名称,权重(%)
2026-06-30,002008.SZ,大族激光,10.58300000
2026-06-30,300124.SZ,汇川技术,9.00500000
2026-06-30,002050.SZ,三花智控,8.39900000
2026-06-30,002230.SZ,科大讯飞,6.71700000
2026-06-30,688777.SH,中控技术,6.36500000
2026-06-30,601100.SH,恒立液压,4.93700000
2026-06-30,688017.SH,绿的谐波,4.59000000
2026-06-30,601689.SH,拓普集团,4.19600000
2026-06-30,002236.SZ,大华股份,2.76900000
2026-06-30,002472.SZ,双环传动,2.41500000
2026-06-30,688322.SH,奥比中光,2.24100000
2026-06-30,300024.SZ,机器人,2.07200000
2026-06-30,688343.SH,云天励飞,1.75900000
2026-06-30,688169.SH,石头科技,1.68600000
2026-06-30,002747.SZ,埃斯顿,1.67000000
2026-06-30,002975.SZ,博杰股份,1.51800000
2026-06-30,688188.SH,柏楚电子,1.48100000
2026-06-30,300503.SZ,昊志机电,1.46100000
2026-06-30,000967.SZ,盈峰环境,1.21100000
2026-06-30,300607.SZ,拓斯达,1.17800000
2026-06-30,603728.SH,鸣志电器,1.09200000
2026-06-30,688003.SH,天准科技,1.05900000
2026-06-30,002031.SZ,巨轮智能,1.05000000
2026-06-30,002139.SZ,拓邦股份,1.01600000
2026-06-30,688090.SH,瑞松科技,1.01400000
2026-06-30,603486.SH,科沃斯,1.00600000
2026-06-30,688248.SH,南网科技,1.00300000
2026-06-30,002957.SZ,科瑞技术,0.98600000
2026-06-30,002979.SZ,雷赛智能,0.90200000
2026-06-30,603203.SH,快克智能,0.86800000
2026-06-30,002896.SZ,中大力德,0.77100000
2026-06-30,301510.SZ,固高科技,0.76500000
2026-06-30,601608.SH,中信重工,0.74800000
2026-06-30,300222.SZ,科大智能,0.73800000
2026-06-30,300276.SZ,三丰智能,0.60200000
2026-06-30,000837.SZ,秦川机床,0.58400000
2026-06-30,300660.SZ,江苏雷利,0.55400000
2026-06-30,688277.SH,天智航,0.53400000
2026-06-30,688306.SH,均普智能,0.53100000
2026-06-30,688686.SH,奥普特,0.52900000
2026-06-30,002527.SZ,新时达,0.51000000
2026-06-30,688698.SH,伟创电气,0.48000000
2026-06-30,688165.SH,埃夫特,0.45600000
2026-06-30,688218.SH,江苏北人,0.43800000
2026-06-30,688160.SH,步科股份,0.42300000
2026-06-30,688320.SH,禾川科技,0.37500000
2026-06-30,603416.SH,信捷电气,0.35600000
2026-06-30,002380.SZ,科远智慧,0.35100000
2026-06-30,300161.SZ,华中数控,0.34700000
2026-06-30,002892.SZ,科力尔,0.34700000
2026-06-30,603666.SH,亿嘉和,0.34000000
2026-06-30,300278.SZ,华昌达,0.32900000
2026-06-30,603915.SH,国茂股份,0.32400000
2026-06-30,688290.SH,景业智能,0.29000000
2026-06-30,300802.SZ,矩子科技,0.28200000
2026-06-30,603960.SH,克来机电,0.27300000
2026-06-30,301368.SZ,丰立智能,0.25700000
2026-06-30,002248.SZ,华东数控,0.23700000
2026-06-30,920593.BJ,鼎智科技,0.23100000
2026-06-30,603015.SH,弘讯科技,0.21000000
2026-06-30,001266.SZ,宏英智能,0.17400000
2026-06-30,688084.SH,晶品特装,0.16300000
2026-06-30,301112.SZ,信邦智能,0.11400000
2026-06-30,001306.SZ,夏厦精密,0.08800000
