日期,成分股代码,成分股名称,权重(%)
2026-06-30,603986.SH,兆易创新,9.16900000
2026-06-30,688256.SH,寒武纪,8.44300000
2026-06-30,002371.SZ,北方华创,6.45100000
2026-06-30,688008.SH,澜起科技,5.98500000
2026-06-30,688012.SH,中微公司,5.91500000
2026-06-30,688041.SH,海光信息,5.79900000
2026-06-30,688981.SH,中芯国际,5.45100000
2026-06-30,688525.SH,佰维存储,3.14400000
2026-06-30,301308.SZ,江波龙,3.00900000
2026-06-30,688072.SH,拓荆科技,2.77300000
2026-06-30,688521.SH,芯原股份,2.63000000
2026-06-30,300604.SZ,长川科技,2.55400000
2026-06-30,001309.SZ,德明利,2.52200000
2026-06-30,600584.SH,长电科技,2.49700000
2026-06-30,688347.SH,华虹宏力,2.31000000
2026-06-30,688120.SH,华海清科,2.14800000
2026-06-30,688361.SH,中科飞测,1.77500000
2026-06-30,300223.SZ,北京君正,1.62200000
2026-06-30,002156.SZ,通富微电,1.55200000
2026-06-30,603501.SH,豪威集团,1.35400000
2026-06-30,600703.SH,三安光电,1.24800000
2026-06-30,688037.SH,芯源微,1.19300000
2026-06-30,688126.SH,沪硅产业,1.11000000
2026-06-30,002409.SZ,雅克科技,1.08000000
2026-06-30,300346.SZ,南大光电,1.07900000
2026-06-30,600460.SH,士兰微,1.07300000
2026-06-30,688082.SH,盛美上海,1.05400000
2026-06-30,300661.SZ,圣邦股份,1.05000000
2026-06-30,688019.SH,安集科技,1.04100000
2026-06-30,002049.SZ,紫光国微,1.01600000
2026-06-30,002185.SZ,华天科技,0.99900000
2026-06-30,688249.SH,晶合集成,0.99800000
2026-06-30,688396.SH,华润微,0.87300000
2026-06-30,688702.SH,盛科通信,0.80800000
2026-06-30,688172.SH,燕东微,0.80500000
2026-06-30,688099.SH,晶晨股份,0.73400000
2026-06-30,603893.SH,瑞芯微,0.66800000
2026-06-30,300782.SZ,卓胜微,0.63700000
2026-06-30,688234.SH,天岳先进,0.62800000
2026-06-30,301611.SZ,珂玛科技,0.52900000
2026-06-30,688220.SH,翱捷科技,0.52600000
2026-06-30,688047.SH,龙芯中科,0.52200000
2026-06-30,688213.SH,思特威,0.50800000
2026-06-30,300458.SZ,全志科技,0.46200000
2026-06-30,688385.SH,复旦微电,0.45300000
2026-06-30,301269.SZ,华大九天,0.43900000
2026-06-30,300474.SZ,景嘉微,0.37300000
2026-06-30,688728.SH,格科微,0.36900000
2026-06-30,688608.SH,恒玄科技,0.33300000
2026-06-30,603160.SH,汇顶科技,0.29100000
