日期,成分股代码,成分股名称,权重(%)
2026-06-30,601318.SH,中国平安,23.10300000
2026-06-30,600030.SH,中信证券,12.73000000
2026-06-30,300059.SZ,东方财富,11.71100000
2026-06-30,601211.SH,国泰海通,9.33500000
2026-06-30,601688.SH,华泰证券,5.47200000
2026-06-30,601601.SH,中国太保,4.43100000
2026-06-30,600999.SH,招商证券,3.55500000
2026-06-30,000776.SZ,广发证券,3.13600000
2026-06-30,601628.SH,中国人寿,2.67300000
2026-06-30,601336.SH,新华保险,2.25900000
2026-06-30,600958.SH,东方证券,2.24100000
2026-06-30,601995.SH,中金公司,1.91900000
2026-06-30,601377.SH,兴业证券,1.89400000
2026-06-30,000166.SZ,申万宏源,1.80100000
2026-06-30,601066.SH,中信建投,1.71400000
2026-06-30,002736.SZ,国信证券,1.39300000
2026-06-30,601901.SH,方正证券,1.34500000
2026-06-30,601788.SH,光大证券,1.28000000
2026-06-30,601456.SH,国联民生,1.26100000
2026-06-30,601881.SH,中国银河,1.24000000
2026-06-30,601878.SH,浙商证券,1.18400000
2026-06-30,601319.SH,中国人保,0.98000000
2026-06-30,600918.SH,中泰证券,0.76500000
2026-06-30,600061.SH,国投资本,0.76000000
2026-06-30,000617.SZ,中油资本,0.75600000
2026-06-30,601059.SH,信达证券,0.71500000
2026-06-30,601136.SH,首创证券,0.34600000
