日期,成分股代码,成分股名称,权重(%)
2026-06-30,002353.SZ,杰瑞股份,11.04100000
2026-06-30,600028.SH,中国石化,9.70200000
2026-06-30,601872.SH,招商轮船,8.66000000
2026-06-30,601857.SH,中国石油,8.44900000
2026-06-30,600938.SH,中国海油,7.91300000
2026-06-30,600026.SH,中远海能,4.56600000
2026-06-30,600256.SH,广汇能源,3.37300000
2026-06-30,600160.SH,巨化股份,3.18000000
2026-06-30,600309.SH,万华化学,3.01200000
2026-06-30,605090.SH,九丰能源,2.40200000
2026-06-30,600989.SH,宝丰能源,1.98700000
2026-06-30,601975.SH,招商南油,1.86500000
2026-06-30,002648.SZ,卫星化学,1.75800000
2026-06-30,600583.SH,海油工程,1.69700000
2026-06-30,600346.SH,恒力石化,1.66200000
2026-06-30,603800.SH,洪田股份,1.54800000
2026-06-30,600143.SH,金发科技,1.46800000
2026-06-30,002493.SZ,荣盛石化,1.43200000
2026-06-30,000301.SZ,东方盛虹,1.34600000
2026-06-30,603619.SH,中曼石油,1.32000000
2026-06-30,002639.SZ,雪人集团,1.31200000
2026-06-30,600871.SH,石化油服,1.25900000
2026-06-30,000703.SZ,恒逸石化,1.15200000
2026-06-30,300483.SZ,首华燃气,1.03300000
2026-06-30,600968.SH,海油发展,1.03300000
2026-06-30,600688.SH,上海石化,0.98300000
2026-06-30,601808.SH,中海油服,0.97700000
2026-06-30,603393.SH,新天然气,0.83100000
2026-06-30,300191.SZ,潜能恒信,0.81000000
2026-06-30,600339.SH,中油工程,0.78500000
2026-06-30,600642.SH,申能股份,0.75900000
2026-06-30,002221.SZ,东华能源,0.75900000
2026-06-30,601969.SH,海南矿业,0.71900000
2026-06-30,300164.SZ,通源石油,0.71800000
2026-06-30,300228.SZ,富瑞特装,0.67500000
2026-06-30,000830.SZ,鲁西化工,0.60900000
2026-06-30,688377.SH,迪威尔,0.58800000
2026-06-30,603223.SH,恒通股份,0.56200000
2026-06-30,000059.SZ,华锦股份,0.54900000
2026-06-30,600063.SH,皖维高新,0.48900000
2026-06-30,002554.SZ,惠博普,0.44500000
2026-06-30,000968.SZ,蓝焰控股,0.44200000
2026-06-30,603727.SH,博迈科,0.44000000
2026-06-30,002549.SZ,凯美特气,0.39000000
2026-06-30,600095.SH,湘财股份,0.38300000
2026-06-30,000852.SZ,石化机械,0.36200000
2026-06-30,002971.SZ,和远气体,0.35000000
2026-06-30,000096.SZ,广聚能源,0.28100000
2026-06-30,301069.SZ,凯盛新材,0.24200000
2026-06-30,301349.SZ,信德新材,0.23300000
2026-06-30,600269.SH,赣粤高速,0.20700000
2026-06-30,600251.SH,冠农股份,0.17900000
2026-06-30,300055.SZ,万邦达,0.16700000
2026-06-30,600230.SH,沧州大化,0.14400000
2026-06-30,002986.SZ,宇新股份,0.14000000
2026-06-30,001369.SZ,双欣材料,0.13800000
2026-06-30,002469.SZ,三维化学,0.13200000
2026-06-30,000819.SZ,岳阳兴长,0.13000000
2026-06-30,002053.SZ,云南能投,0.12100000
2026-06-30,600506.SH,统一股份,0.09200000
