日期,成分股代码,成分股名称,权重(%)
2026-06-30,600887.SH,伊利股份,9.96100000
2026-06-30,600519.SH,贵州茅台,9.90000000
2026-06-30,000858.SZ,五粮液,9.76100000
2026-06-30,000568.SZ,泸州老窖,5.48300000
2026-06-30,603288.SH,海天味业,5.31600000
2026-06-30,600809.SH,山西汾酒,5.12900000
2026-06-30,605499.SH,东鹏饮料,3.20800000
2026-06-30,603156.SH,养元饮品,2.37700000
2026-06-30,000895.SZ,双汇发展,2.23800000
2026-06-30,002304.SZ,洋河股份,2.20900000
2026-06-30,600298.SH,安琪酵母,2.11400000
2026-06-30,600186.SH,莲花控股,1.93000000
2026-06-30,600600.SH,青岛啤酒,1.78000000
2026-06-30,603369.SH,今世缘,1.70500000
2026-06-30,603345.SH,安井食品,1.58200000
2026-06-30,000729.SZ,燕京啤酒,1.37200000
2026-06-30,300999.SZ,金龙鱼,1.33300000
2026-06-30,600737.SH,中粮糖业,1.26700000
2026-06-30,000596.SZ,古井贡酒,1.25400000
2026-06-30,002515.SZ,金字火腿,1.16500000
2026-06-30,300765.SZ,石药创新,1.10300000
2026-06-30,600872.SH,中炬高新,1.03300000
2026-06-30,600132.SH,重庆啤酒,0.96100000
2026-06-30,000799.SZ,酒鬼酒,0.95500000
2026-06-30,300146.SZ,汤臣倍健,0.88200000
2026-06-30,002568.SZ,百润股份,0.84700000
2026-06-30,002507.SZ,涪陵榨菜,0.83800000
2026-06-30,600702.SH,舍得酒业,0.79600000
2026-06-30,600559.SH,老白干酒,0.78800000
2026-06-30,603589.SH,口子窖,0.75200000
2026-06-30,603198.SH,迎驾贡酒,0.68300000
2026-06-30,002597.SZ,金禾实业,0.64200000
2026-06-30,600779.SH,水井坊,0.53100000
2026-06-30,002557.SZ,洽洽食品,0.52400000
2026-06-30,605016.SH,百龙创园,0.52200000
2026-06-30,000860.SZ,顺鑫农业,0.48900000
2026-06-30,002847.SZ,盐津铺子,0.46800000
2026-06-30,600962.SH,国投中鲁,0.45600000
2026-06-30,600059.SH,古越龙山,0.44900000
2026-06-30,603027.SH,千禾味业,0.44700000
2026-06-30,000848.SZ,承德露露,0.43500000
2026-06-30,002570.SZ,贝因美,0.41300000
2026-06-30,600597.SH,光明乳业,0.40200000
2026-06-30,600305.SH,恒顺醋业,0.40200000
2026-06-30,603317.SH,天味食品,0.39900000
2026-06-30,600882.SH,妙可蓝多,0.39200000
2026-06-30,002216.SZ,三全食品,0.39000000
2026-06-30,002626.SZ,金达威,0.38600000
2026-06-30,300783.SZ,三只松鼠,0.36600000
2026-06-30,603020.SH,爱普股份,0.35600000
2026-06-30,002946.SZ,新乳业,0.34900000
2026-06-30,601579.SH,会稽山,0.33800000
2026-06-30,002840.SZ,华统股份,0.33700000
2026-06-30,605198.SH,安德利,0.32900000
2026-06-30,002461.SZ,珠江啤酒,0.32200000
2026-06-30,002956.SZ,西麦食品,0.31200000
2026-06-30,600189.SH,泉阳泉,0.31100000
2026-06-30,600199.SH,金种子酒,0.30900000
2026-06-30,600300.SH,维维股份,0.30700000
2026-06-30,600784.SH,鲁银投资,0.29500000
2026-06-30,600073.SH,光明肉业,0.29400000
2026-06-30,603919.SH,金徽酒,0.29300000
2026-06-30,000523.SZ,红棉股份,0.27300000
2026-06-30,603043.SH,广州酒家,0.27100000
2026-06-30,002481.SZ,双塔食品,0.27000000
2026-06-30,603057.SH,紫燕食品,0.26500000
2026-06-30,600197.SH,伊力特,0.26200000
2026-06-30,003000.SZ,劲仔食品,0.25600000
2026-06-30,002286.SZ,保龄宝,0.24100000
2026-06-30,300973.SZ,立高食品,0.24000000
2026-06-30,300858.SZ,科拓生物,0.23100000
2026-06-30,603866.SH,桃李面包,0.22600000
2026-06-30,605077.SH,华康股份,0.22000000
2026-06-30,002695.SZ,煌上煌,0.21800000
2026-06-30,301206.SZ,三元生物,0.21600000
2026-06-30,300829.SZ,金丹科技,0.21000000
2026-06-30,001215.SZ,千味央厨,0.20700000
2026-06-30,000716.SZ,黑芝麻,0.20500000
2026-06-30,001338.SZ,永顺泰,0.20200000
2026-06-30,603777.SH,来伊份,0.20000000
2026-06-30,300791.SZ,仙乐健康,0.19000000
2026-06-30,600429.SH,三元股份,0.17500000
2026-06-30,002646.SZ,天佑德酒,0.17400000
2026-06-30,300997.SZ,欢乐家,0.17000000
2026-06-30,603719.SH,良品铺子,0.16700000
2026-06-30,605338.SH,巴比食品,0.16500000
2026-06-30,000505.SZ,京粮控股,0.16000000
2026-06-30,603697.SH,有友食品,0.15800000
2026-06-30,300741.SZ,华宝股份,0.14800000
2026-06-30,605179.SH,一鸣食品,0.14500000
2026-06-30,002991.SZ,甘源食品,0.14200000
2026-06-30,002852.SZ,道道全,0.14100000
2026-06-30,300898.SZ,熊猫乳品,0.13000000
2026-06-30,603696.SH,安记食品,0.13000000
2026-06-30,605337.SH,李子园,0.12300000
2026-06-30,605388.SH,均瑶健康,0.11100000
2026-06-30,001318.SZ,阳光乳业,0.10800000
2026-06-30,688089.SH,ST嘉必优,0.10300000
2026-06-30,603711.SH,香飘飘,0.08800000
2026-06-30,920273.BJ,一致魔芋,0.07100000
