日期,成分股代码,成分股名称,权重(%)
2026-06-30,688525.SH,佰维存储,12.33900000
2026-06-30,688498.SH,源杰科技,9.76400000
2026-06-30,688256.SH,寒武纪,9.18200000
2026-06-30,688766.SH,普冉股份,6.95900000
2026-06-30,688313.SH,仕佳光子,5.11700000
2026-06-30,688627.SH,精智达,4.71600000
2026-06-30,688630.SH,芯碁微装,4.43800000
2026-06-30,688519.SH,南亚新材,3.91500000
2026-06-30,688183.SH,生益电子,3.85900000
2026-06-30,688536.SH,思瑞浦,3.08300000
2026-06-30,688388.SH,嘉元科技,2.54300000
2026-06-30,688503.SH,聚和材料,2.25100000
2026-06-30,688257.SH,新锐股份,2.21400000
2026-06-30,688795.SH,摩尔线程,2.06500000
2026-06-30,688331.SH,荣昌生物,2.03000000
2026-06-30,688266.SH,泽璟制药,1.89400000
2026-06-30,688308.SH,欧科亿,1.77000000
2026-06-30,688127.SH,蓝特光学,1.73500000
2026-06-30,688535.SH,华海诚科,1.39500000
2026-06-30,688297.SH,中无人机,1.22800000
2026-06-30,688059.SH,华锐精密,1.22400000
2026-06-30,688368.SH,晶丰明源,1.15900000
2026-06-30,688378.SH,奥来德,0.99400000
2026-06-30,688275.SH,万润新能,0.98600000
2026-06-30,688416.SH,恒烁股份,0.92600000
2026-06-30,688336.SH,三生国健,0.83400000
2026-06-30,688779.SH,五矿新能,0.82200000
2026-06-30,688353.SH,华盛锂电,0.81100000
2026-06-30,688063.SH,派能科技,0.80100000
2026-06-30,688382.SH,益方生物,0.73100000
2026-06-30,688321.SH,微芯生物,0.71500000
2026-06-30,688530.SH,欧莱新材,0.67900000
2026-06-30,688108.SH,赛诺医疗,0.67800000
2026-06-30,688428.SH,诺诚健华,0.66900000
2026-06-30,688610.SH,埃科光电,0.62800000
2026-06-30,688678.SH,福立旺,0.59700000
2026-06-30,688787.SH,海天瑞声,0.49700000
2026-06-30,688182.SH,灿勤科技,0.45300000
2026-06-30,688155.SH,先惠技术,0.44800000
2026-06-30,688221.SH,前沿生物,0.44100000
2026-06-30,688379.SH,华光新材,0.41900000
2026-06-30,688095.SH,福昕软件,0.28500000
2026-06-30,688309.SH,恒誉环保,0.25400000
2026-06-30,688045.SH,必易微,0.25000000
2026-06-30,688302.SH,海创药业,0.24400000
2026-06-30,688115.SH,思林杰,0.24000000
2026-06-30,688293.SH,奥浦迈,0.20300000
2026-06-30,688765.SH,禾元生物,0.19200000
2026-06-30,688197.SH,首药控股,0.17400000
2026-06-30,688070.SH,纵横股份,0.14500000
