日期,成分股代码,成分股名称,权重(%)
2026-06-30,603259.SH,药明康德,12.39700000
2026-06-30,600519.SH,贵州茅台,9.38600000
2026-06-30,600276.SH,恒瑞医药,9.35500000
2026-06-30,600887.SH,伊利股份,6.10100000
2026-06-30,600660.SH,福耀玻璃,3.25400000
2026-06-30,600690.SH,海尔智家,3.08300000
2026-06-30,603288.SH,海天味业,2.22700000
2026-06-30,600809.SH,山西汾酒,2.14900000
2026-06-30,601888.SH,中国中免,2.11100000
2026-06-30,688271.SH,联影医疗,2.01500000
2026-06-30,601127.SH,赛力斯,2.01400000
2026-06-30,601689.SH,拓普集团,1.97400000
2026-06-30,600104.SH,上汽集团,1.80700000
2026-06-30,603306.SH,华懋科技,1.37500000
2026-06-30,605499.SH,东鹏饮料,1.34400000
2026-06-30,600436.SH,片仔癀,1.32700000
2026-06-30,601058.SH,赛轮轮胎,1.22100000
2026-06-30,688578.SH,艾力斯,1.18700000
2026-06-30,688235.SH,百济神州,1.17900000
2026-06-30,600196.SH,复星医药,1.15000000
2026-06-30,603129.SH,春风动力,1.10600000
2026-06-30,600839.SH,四川长虹,1.03800000
2026-06-30,603179.SH,新泉股份,0.99900000
2026-06-30,600741.SH,华域汽车,0.98500000
2026-06-30,688506.SH,百利天恒,0.97700000
2026-06-30,688331.SH,荣昌生物,0.93300000
2026-06-30,689009.SH,九号公司,0.89800000
2026-06-30,600298.SH,安琪酵母,0.88500000
2026-06-30,600060.SH,海信视像,0.87900000
2026-06-30,688266.SH,泽璟制药,0.87000000
2026-06-30,600699.SH,均胜电子,0.85000000
2026-06-30,603087.SH,甘李药业,0.81900000
2026-06-30,688169.SH,石头科技,0.79300000
2026-06-30,603119.SH,浙江荣泰,0.75800000
2026-06-30,601633.SH,长城汽车,0.75800000
2026-06-30,600600.SH,青岛啤酒,0.74600000
2026-06-30,688180.SH,君实生物,0.73000000
2026-06-30,603127.SH,昭衍新药,0.67900000
2026-06-30,603345.SH,安井食品,0.66300000
2026-06-30,603596.SH,伯特利,0.62800000
2026-06-30,688617.SH,惠泰医疗,0.62100000
2026-06-30,600521.SH,华海药业,0.60800000
2026-06-30,603766.SH,隆鑫通用,0.59200000
2026-06-30,600873.SH,梅花生物,0.58100000
2026-06-30,603605.SH,珀莱雅,0.57300000
2026-06-30,603195.SH,公牛集团,0.57000000
2026-06-30,600332.SH,白云山,0.56700000
2026-06-30,600737.SH,中粮糖业,0.53100000
2026-06-30,601799.SH,星宇股份,0.52100000
2026-06-30,601933.SH,永辉超市,0.51900000
2026-06-30,600398.SH,海澜之家,0.50600000
2026-06-30,600998.SH,九州通,0.47600000
2026-06-30,603486.SH,科沃斯,0.47300000
2026-06-30,600161.SH,天坛生物,0.46100000
2026-06-30,601238.SH,广汽集团,0.45300000
2026-06-30,603939.SH,益丰药房,0.43900000
2026-06-30,688166.SH,博瑞医药,0.43000000
2026-06-30,600763.SH,通策医疗,0.42700000
2026-06-30,600329.SH,达仁堂,0.42700000
2026-06-30,600380.SH,健康元,0.41600000
2026-06-30,603392.SH,万泰生物,0.41200000
2026-06-30,600132.SH,重庆啤酒,0.40200000
2026-06-30,603009.SH,北特科技,0.40100000
2026-06-30,600535.SH,天士力,0.39800000
2026-06-30,688336.SH,三生国健,0.38300000
2026-06-30,603305.SH,旭升集团,0.33800000
2026-06-30,600702.SH,舍得酒业,0.33300000
2026-06-30,600754.SH,锦江酒店,0.33000000
2026-06-30,600566.SH,济川药业,0.32900000
2026-06-30,600598.SH,北大荒,0.31000000
2026-06-30,601966.SH,玲珑轮胎,0.30000000
2026-06-30,600258.SH,首旅酒店,0.29500000
2026-06-30,603456.SH,九洲药业,0.29300000
2026-06-30,600859.SH,王府井,0.29100000
2026-06-30,603198.SH,迎驾贡酒,0.28600000
2026-06-30,600916.SH,中国黄金,0.23100000
2026-06-30,603833.SH,欧派家居,0.22200000
2026-06-30,603529.SH,爱玛科技,0.20500000
2026-06-30,603883.SH,老百姓,0.20100000
2026-06-30,603786.SH,科博达,0.20000000
