日期,成分股代码,成分股名称,权重(%)
2026-06-30,600036.SH,招商银行,14.92300000
2026-06-30,601166.SH,兴业银行,10.28400000
2026-06-30,601398.SH,工商银行,8.39000000
2026-06-30,601288.SH,农业银行,6.39700000
2026-06-30,601328.SH,交通银行,6.29200000
2026-06-30,600919.SH,江苏银行,5.80500000
2026-06-30,600000.SH,浦发银行,4.20800000
2026-06-30,002142.SZ,宁波银行,3.59600000
2026-06-30,000001.SZ,平安银行,3.57700000
2026-06-30,601229.SH,上海银行,3.16700000
2026-06-30,601988.SH,中国银行,3.00400000
2026-06-30,601939.SH,建设银行,2.99300000
2026-06-30,600016.SH,民生银行,2.93200000
2026-06-30,600926.SH,杭州银行,2.69000000
2026-06-30,601169.SH,北京银行,2.66000000
2026-06-30,601009.SH,南京银行,2.24300000
2026-06-30,601658.SH,邮储银行,1.99400000
2026-06-30,601818.SH,光大银行,1.96800000
2026-06-30,601838.SH,成都银行,1.65100000
2026-06-30,601825.SH,沪农商行,1.59000000
2026-06-30,600015.SH,华夏银行,1.49200000
2026-06-30,601916.SH,浙商银行,1.45500000
2026-06-30,601998.SH,中信银行,1.34700000
2026-06-30,601077.SH,渝农商行,1.18900000
2026-06-30,002966.SZ,苏州银行,1.14100000
2026-06-30,601665.SH,齐鲁银行,0.91200000
2026-06-30,601128.SH,常熟银行,0.77900000
2026-06-30,601577.SH,长沙银行,0.77100000
2026-06-30,601997.SH,贵阳银行,0.55000000
