日期,成分股代码,成分股名称,权重(%)
2026-06-30,601899.SH,紫金矿业,13.05540000
2026-06-30,603993.SH,洛阳钼业,5.83480000
2026-06-30,600111.SH,北方稀土,5.04000000
2026-06-30,000657.SZ,中钨高新,4.00790000
2026-06-30,600549.SH,厦门钨业,3.90320000
2026-06-30,603799.SH,华友钴业,3.37330000
2026-06-30,002460.SZ,赣锋锂业,3.31070000
2026-06-30,601600.SH,中国铝业,2.98100000
2026-06-30,002428.SZ,云南锗业,2.93940000
2026-06-30,002466.SZ,天齐锂业,2.84470000
2026-06-30,600673.SH,东阳光,2.21890000
2026-06-30,600489.SH,中金黄金,2.21880000
2026-06-30,000630.SZ,铜陵有色,2.17300000
2026-06-30,605376.SH,博迁新材,2.09320000
2026-06-30,601168.SH,西部矿业,2.09140000
2026-06-30,000807.SZ,云铝股份,2.08130000
2026-06-30,000426.SZ,兴业银锡,1.99070000
2026-06-30,000960.SZ,锡业股份,1.83690000
2026-06-30,600392.SH,盛和资源,1.80210000
2026-06-30,600547.SH,山东黄金,1.77270000
2026-06-30,600362.SH,江西铜业,1.76330000
2026-06-30,600988.SH,赤峰黄金,1.75230000
2026-06-30,000831.SZ,中国稀土,1.70840000
2026-06-30,600497.SH,驰宏锌锗,1.69890000
2026-06-30,002738.SZ,中矿资源,1.67670000
2026-06-30,000933.SZ,神火股份,1.50090000
2026-06-30,002532.SZ,天山铝业,1.47260000
2026-06-30,002203.SZ,海亮股份,1.43690000
2026-06-30,000975.SZ,山金国际,1.30370000
2026-06-30,600711.SH,盛屯矿业,1.30240000
2026-06-30,601958.SH,金钼股份,1.17390000
2026-06-30,600219.SH,南山铝业,1.13820000
2026-06-30,002155.SZ,湖南黄金,1.13400000
2026-06-30,000060.SZ,中金岭南,1.10090000
2026-06-30,002128.SZ,电投能源,1.03550000
2026-06-30,000878.SZ,云南铜业,0.98620000
2026-06-30,300811.SZ,铂科新材,0.97080000
2026-06-30,600259.SH,中稀有色,0.95200000
2026-06-30,300748.SZ,金力永磁,0.94640000
2026-06-30,002497.SZ,雅化集团,0.94160000
2026-06-30,002378.SZ,章源钨业,0.80510000
2026-06-30,000969.SZ,安泰科技,0.76350000
2026-06-30,002716.SZ,湖南白银,0.76180000
2026-06-30,601020.SH,华钰矿业,0.69960000
2026-06-30,600595.SH,中孚实业,0.68450000
2026-06-30,000629.SZ,钒钛股份,0.64720000
2026-06-30,601212.SH,白银有色,0.63990000
2026-06-30,000737.SZ,北方铜业,0.57790000
2026-06-30,600301.SH,华锡有色,0.57450000
2026-06-30,601069.SH,西部黄金,0.28100000
