日期,成分股代码,成分股名称,权重(%)
2026-06-30,300308.SZ,中际旭创,4.27300000
2026-06-30,300750.SZ,宁德时代,3.13600000
2026-06-30,300502.SZ,新易盛,2.55300000
2026-06-30,600519.SH,贵州茅台,2.23500000
2026-06-30,603986.SH,兆易创新,1.64200000
2026-06-30,601318.SH,中国平安,1.53500000
2026-06-30,688256.SH,寒武纪,1.51200000
2026-06-30,600036.SH,招商银行,1.32600000
2026-06-30,601899.SH,紫金矿业,1.25000000
2026-06-30,002371.SZ,北方华创,1.15500000
2026-06-30,000333.SZ,美的集团,1.10800000
2026-06-30,002475.SZ,立讯精密,1.08300000
2026-06-30,688008.SH,澜起科技,1.07200000
2026-06-30,688012.SH,中微公司,1.05900000
2026-06-30,688041.SH,海光信息,1.03900000
2026-06-30,002384.SZ,东山精密,1.01500000
2026-06-30,600900.SH,长江电力,0.97700000
2026-06-30,688981.SH,中芯国际,0.97600000
2026-06-30,000725.SZ,京东方A,0.95200000
2026-06-30,603259.SH,药明康德,0.92900000
2026-06-30,600030.SH,中信证券,0.84600000
2026-06-30,601166.SH,兴业银行,0.84600000
2026-06-30,300059.SZ,东方财富,0.77800000
2026-06-30,600183.SH,生益科技,0.76200000
2026-06-30,600276.SH,恒瑞医药,0.70100000
2026-06-30,300274.SZ,阳光电源,0.69600000
2026-06-30,601398.SH,工商银行,0.69000000
2026-06-30,300408.SZ,三环集团,0.67500000
2026-06-30,002594.SZ,比亚迪,0.65300000
2026-06-30,600487.SH,亨通光电,0.65100000
2026-06-30,300476.SZ,胜宏科技,0.63800000
2026-06-30,002463.SZ,沪电股份,0.62100000
2026-06-30,601211.SH,国泰海通,0.62000000
2026-06-30,300394.SZ,天孚通信,0.59800000
2026-06-30,688498.SH,源杰科技,0.56700000
2026-06-30,688525.SH,佰维存储,0.56300000
2026-06-30,000988.SZ,华工科技,0.56000000
2026-06-30,301308.SZ,江波龙,0.53900000
2026-06-30,600176.SH,中国巨石,0.52800000
2026-06-30,601288.SH,农业银行,0.52600000
2026-06-30,601328.SH,交通银行,0.51700000
2026-06-30,000651.SZ,格力电器,0.50700000
2026-06-30,600522.SH,中天科技,0.50000000
2026-06-30,688072.SH,拓荆科技,0.49700000
2026-06-30,603019.SH,中科曙光,0.47300000
2026-06-30,688521.SH,芯原股份,0.47100000
2026-06-30,603993.SH,洛阳钼业,0.46200000
2026-06-30,600150.SH,中国船舶,0.46000000
2026-06-30,600887.SH,伊利股份,0.45700000
2026-06-30,300604.SZ,长川科技,0.45700000
2026-06-30,600584.SH,长电科技,0.44700000
2026-06-30,000338.SZ,潍柴动力,0.44200000
2026-06-30,000858.SZ,五粮液,0.43300000
2026-06-30,688347.SH,华虹宏力,0.41400000
2026-06-30,601816.SH,京沪高铁,0.40100000
2026-06-30,600309.SH,万华化学,0.38800000
2026-06-30,688120.SH,华海清科,0.38500000
2026-06-30,300124.SZ,汇川技术,0.37900000
2026-06-30,002415.SZ,海康威视,0.37800000
2026-06-30,002916.SZ,深南电路,0.37600000
2026-06-30,002281.SZ,光迅科技,0.37500000
2026-06-30,002008.SZ,大族激光,0.37300000
2026-06-30,600111.SH,北方稀土,0.36700000
2026-06-30,000100.SZ,TCL科技,0.36500000
2026-06-30,000063.SZ,中兴通讯,0.35200000
2026-06-30,300857.SZ,协创数据,0.35100000
2026-06-30,300136.SZ,信维通信,0.34800000
2026-06-30,600000.SH,浦发银行,0.34600000
2026-06-30,600089.SH,特变电工,0.34300000
2026-06-30,601857.SH,中国石油,0.33900000
2026-06-30,002028.SZ,思源电气,0.32500000
2026-06-30,601088.SH,中国神华,0.32400000
2026-06-30,300433.SZ,蓝思科技,0.32200000
2026-06-30,600031.SH,三一重工,0.30900000
2026-06-30,300014.SZ,亿纬锂能,0.29800000
2026-06-30,300475.SZ,香农芯创,0.29700000
2026-06-30,002050.SZ,三花智控,0.29600000
2026-06-30,000001.SZ,平安银行,0.29400000
2026-06-30,601601.SH,中国太保,0.29400000
2026-06-30,300223.SZ,北京君正,0.29100000
2026-06-30,000792.SZ,盐湖股份,0.28900000
2026-06-30,002714.SZ,牧原股份,0.28800000
2026-06-30,600549.SH,厦门钨业,0.28600000
2026-06-30,002353.SZ,杰瑞股份,0.28300000
2026-06-30,002156.SZ,通富微电,0.27800000
2026-06-30,600406.SH,国电南瑞,0.27700000
2026-06-30,601668.SH,中国建筑,0.27100000
2026-06-30,000657.SZ,中钨高新,0.26300000
2026-06-30,002436.SZ,兴森科技,0.26100000
2026-06-30,601919.SH,中远海控,0.25100000
2026-06-30,002602.SZ,世纪华通,0.25100000
2026-06-30,300760.SZ,迈瑞医疗,0.24800000
2026-06-30,601988.SH,中国银行,0.24700000
2026-06-30,300054.SZ,鼎龙股份,0.24400000
2026-06-30,600660.SH,福耀玻璃,0.24400000
2026-06-30,601728.SH,中国电信,0.24300000
2026-06-30,603501.SH,豪威集团,0.24200000
2026-06-30,601012.SH,隆基绿能,0.24000000
2026-06-30,601225.SH,陕西煤业,0.23800000
2026-06-30,002230.SZ,科大讯飞,0.23700000
2026-06-30,600941.SH,中国移动,0.23500000
2026-06-30,600690.SH,海尔智家,0.23100000
2026-06-30,002352.SZ,顺丰控股,0.22600000
