日期,成分股代码,成分股名称,权重(%)
2026-06-30,688403.SH,汇成股份,2.07400000
2026-06-30,688025.SH,杰普特,2.06100000
2026-06-30,688668.SH,鼎通科技,2.05600000
2026-06-30,688362.SH,甬矽电子,2.00800000
2026-06-30,688388.SH,嘉元科技,1.91400000
2026-06-30,688503.SH,聚和材料,1.69300000
2026-06-30,688257.SH,新锐股份,1.66600000
2026-06-30,688372.SH,伟测科技,1.64800000
2026-06-30,688545.SH,兴福电子,1.57900000
2026-06-30,688300.SH,联瑞新材,1.55600000
2026-06-30,688596.SH,正帆科技,1.53300000
2026-06-30,688233.SH,神工股份,1.44400000
2026-06-30,688531.SH,日联科技,1.35900000
2026-06-30,688652.SH,京仪装备,1.33000000
2026-06-30,688127.SH,蓝特光学,1.30500000
2026-06-30,688392.SH,骄成超声,1.21300000
2026-06-30,688268.SH,华特气体,1.12600000
2026-06-30,688559.SH,海目星,1.09600000
2026-06-30,688800.SH,瑞可达,1.09100000
2026-06-30,688028.SH,沃尔德,1.08500000
2026-06-30,688700.SH,东威科技,1.05500000
2026-06-30,688535.SH,华海诚科,1.05000000
2026-06-30,688507.SH,索辰科技,0.95000000
2026-06-30,688131.SH,皓元医药,0.92600000
2026-06-30,688059.SH,华锐精密,0.92100000
2026-06-30,688150.SH,莱特光电,0.91000000
2026-06-30,688359.SH,三孚新科,0.90400000
2026-06-30,688158.SH,优刻得,0.89300000
2026-06-30,688106.SH,金宏气体,0.87800000
2026-06-30,688381.SH,帝奥微,0.87300000
2026-06-30,688368.SH,晶丰明源,0.87200000
2026-06-30,688380.SH,中微半导,0.87000000
2026-06-30,688401.SH,路维光电,0.85600000
2026-06-30,688319.SH,欧林生物,0.82300000
2026-06-30,688003.SH,天准科技,0.81500000
2026-06-30,688661.SH,和林微纳,0.79600000
2026-06-30,688515.SH,裕太微,0.78700000
2026-06-30,688262.SH,国芯科技,0.76600000
2026-06-30,688206.SH,概伦电子,0.76600000
2026-06-30,688378.SH,奥来德,0.74800000
2026-06-30,688275.SH,万润新能,0.74200000
2026-06-30,688757.SH,胜科纳米,0.70900000
2026-06-30,688593.SH,新相微,0.70700000
2026-06-30,688690.SH,纳微科技,0.70400000
2026-06-30,688518.SH,联赢激光,0.69500000
2026-06-30,688605.SH,先锋精科,0.69400000
2026-06-30,688603.SH,天承科技,0.68400000
2026-06-30,688598.SH,金博股份,0.67700000
2026-06-30,688258.SH,卓易信息,0.66300000
2026-06-30,688508.SH,芯朋微,0.64900000
2026-06-30,688031.SH,星环科技,0.64400000
2026-06-30,688711.SH,宏微科技,0.63800000
2026-06-30,688353.SH,华盛锂电,0.61000000
2026-06-30,688717.SH,艾罗能源,0.61000000
2026-06-30,688239.SH,航宇科技,0.60100000
2026-06-30,688625.SH,呈和科技,0.58400000
2026-06-30,688556.SH,高测股份,0.58200000
2026-06-30,688677.SH,海泰新光,0.55900000
2026-06-30,688691.SH,灿芯股份,0.55000000
2026-06-30,688321.SH,微芯生物,0.53800000
2026-06-30,688376.SH,美埃科技,0.51800000
2026-06-30,688108.SH,赛诺医疗,0.51000000
2026-06-30,688261.SH,东微半导,0.50900000
2026-06-30,688222.SH,成都先导,0.50900000
2026-06-30,688383.SH,新益昌,0.50400000
2026-06-30,688428.SH,诺诚健华,0.50400000
2026-06-30,688107.SH,安路科技,0.48200000
2026-06-30,688191.SH,智洋创新,0.46300000
2026-06-30,688678.SH,福立旺,0.45000000
2026-06-30,688591.SH,泰凌微,0.43800000
2026-06-30,688083.SH,中望软件,0.43400000
2026-06-30,688049.SH,炬芯科技,0.43300000
2026-06-30,688016.SH,心脉医疗,0.43200000
2026-06-30,688371.SH,菲沃泰,0.43100000
2026-06-30,688035.SH,德邦科技,0.43000000
2026-06-30,688202.SH,美迪西,0.42900000
2026-06-30,688418.SH,震有科技,0.42700000
2026-06-30,688209.SH,英集芯,0.41600000
2026-06-30,688386.SH,泛亚微透,0.41300000
2026-06-30,688277.SH,天智航,0.41100000
2026-06-30,688499.SH,利元亨,0.40900000
2026-06-30,688306.SH,均普智能,0.40900000
2026-06-30,688686.SH,奥普特,0.40700000
2026-06-30,688550.SH,瑞联新材,0.39800000
2026-06-30,688512.SH,慧智微,0.39300000
2026-06-30,688486.SH,龙迅股份,0.39200000
2026-06-30,688543.SH,国科军工,0.39100000
2026-06-30,688138.SH,清溢光电,0.39000000
2026-06-30,688653.SH,康希通信,0.38900000
2026-06-30,688337.SH,普源精电,0.38300000
2026-06-30,688787.SH,海天瑞声,0.37400000
2026-06-30,688601.SH,力芯微,0.37300000
2026-06-30,688685.SH,迈信林,0.37200000
2026-06-30,688698.SH,伟创电气,0.37000000
2026-06-30,688325.SH,赛微微电,0.37000000
2026-06-30,688611.SH,杭州柯林,0.36100000
